forage_number,nn_rule,level,det,rmi,ood,steps,n_unique
5,2,_level_2,0.8888888888888888,0.9058692701647684,1,920,24
5,3,_level_1,0.2192846034214619,0.6139498302720839,1,1552,57
5,3,_level_2,0.949868073878628,0.9661998278063176,1,912,26
5,4,_level_1,0.2754777070063694,0.5297703103097455,1,1618,51
5,4,_level_2,0.7954545454545454,0.8916046393296323,1,911,24
5,5,_level_1,0.19437551695616212,0.5509702718371194,1,1612,52
5,5,_level_2,0.7424242424242424,0.887407881913415,1,897,24
6,0,_level_1,0.1805314846909301,0.6348582970467357,2,1331,17
6,0,_level_2,0.41395793499043976,0.7749897524263297,1,1014,49
6,1,_level_1,0.13837744533947066,0.5829377530294371,2,1345,17
6,1,_level_2,0.930756843800322,0.905046189684442,1,916,32
6,2,_level_1,0.25317373957199857,0.6468621494543474,1,1424,53
6,2,_level_2,0.7411616161616161,0.9400501592511948,2,917,24
6,3,_level_1,0.24881291547958215,0.581707448807771,1,1565,63
6,3,_level_2,0.8905013192612137,0.937189704989058,1,908,26
6,4,_level_1,0.1718882303132938,0.5149095858803555,1,1618,51
6,4,_level_2,0.8409090909090909,0.9274392972887128,1,911,24
6,5,_level_1,0.2407843137254902,0.6226944096605734,1,1636,51
6,5,_level_2,0.648989898989899,0.868001409838792,1,890,24
7,0,_level_1,0.06765604539502401,0.4602806250681313,1,1415,34
7,0,_level_2,0.38585858585858585,0.6899765814617868,1,1010,62
7,1,_level_1,0.3030478955007257,0.7018593411789317,2,1274,17
7,1,_level_2,0.8592,0.8816198525748041,1,925,32
7,2,_level_1,0.14127906976744187,0.5015937719335799,1,1485,57
7,2,_level_2,0.8914141414141414,0.944122255534497,1,919,24
7,3,_level_1,0.13651877133105805,0.5082328355390345,1,1605,60
7,3,_level_2,0.9247027741083224,0.9479076142541264,1,917,26
7,4,_level_1,0.25562817719680464,0.6529197728237605,1,1608,49
7,4,_level_2,0.8522727272727273,0.8958336488272977,1,911,24
7,5,_level_1,0.2360097323600973,0.5832130546356566,1,1611,51
7,5,_level_2,0.6818181818181818,0.8998197652025385,1,901,24
8,0,_level_1,0.0834054834054834,0.41476735012690913,1,1345,17
8,0,_level_2,0.812617702448211,0.8846039397765605,1,1046,27
8,1,_level_1,0.15038893690579083,0.5759308336082543,2,1377,17
8,1,_level_2,0.9109697933227344,0.9147805408635268,1,937,32
8,2,_level_1,0.1802030456852792,0.5507838623499342,1,1486,65
8,2,_level_2,0.8093434343434344,0.9461195925195786,2,917,24
8,3,_level_1,0.13288069835111543,0.5588574218395066,1,1563,59
8,3,_level_2,0.9098143236074272,0.961257950711348,1,918,26
8,4,_level_1,0.21150592216582065,0.6144906524289455,1,1611,53
8,4,_level_2,0.8093434343434344,0.904213391498868,1,914,24
8,5,_level_1,0.16476774758983348,0.5336575284216263,1,1643,54
8,5,_level_2,0.8207070707070707,0.9270941464833776,1,901,25
9,0,_level_1,0.24257282953562156,0.7172862225641088,2,1286,17
9,0,_level_2,0.28054298642533937,0.6567684034070014,1,1011,49
9,1,_level_1,0.15716753022452504,0.5783995079773063,2,1311,17
9,1,_level_2,0.8530805687203792,0.9267329822020556,1,916,32
9,2,_level_1,0.21953065859197576,0.5731422030653897,1,1455,64
9,2,_level_2,0.7954545454545454,0.9590620475706152,2,919,24
9,3,_level_1,0.2,0.595957458542289,1,1574,58
9,3,_level_2,0.93360433604336035,0.9235576609192836,1,916,27
9,4,_level_1,0.188646288209607,0.5269974557547122,1,1628,52
9,4,_level_2,0.8308080808080808,0.928493433944011,1,906,24
9,5,_level_1,0.1446099912357581,0.4748985779945821,1,1656,54
9,5,_level_2,0.7247474747474747,0.8762714092450534,1,894,24
10,0,_level_1,0.1943881978594157,0.5649574315284361,2,1312,17
10,0,_level_2,0.2642073778664008,0.6665770829383584,1,1015,47
10,1,_level_1,0.09229442208165611,0.46181868691427497,1,1346,17
10,1,_level_2,0.9056,0.922069575795762,1,925,32
10,2,_level_1,0.1839541547277937,0.5708081649315702,1,1449,48
10,2,_level_2,0.8068181818181818,0.935563405808238,1,919,24
10,3,_level_1,0.1850431447746884,0.5388628071085841,1,1591,59
10,3,_level_2,0.9238985313751668,0.9474689044442368,1,920,26
10,4,_level_1,0.10973451327433628,0.469784105747224,1,1633,53
10,4,_level_2,0.8106060606060606,0.8860302671018294,1,904,25
10,5,_level_1,0.2,0.5267455263171187,1,1615,52
10,5,_level_2,0.702020202020202,0.9327310540568718,2,894,24
11,0,_level_1,0.34316814666284734,0.7625604809532829,2,1267,17
11,0,_level_2,0.6513513513513514,0.7676126265992171,1,1021,46
11,1,_level_1,0.2050691244239631,0.6514694664335575,2,1289,17
11,1,_level_2,0.9257503949447078,0.9374139783963352,1,923,32
11,2,_level_1,0.23931623931623933,0.5235553265891387,1,1495,64
11,2,_level_2,0.7689393939393939,0.8987088376724013,1,918,24
11,3,_level_1,0.1366223908918406,0.5091123381056537,1,1559,63
11,3,_level_2,0.9090909090909092,0.9234208918945684,1,917,26
11,4,_level_1,0.21496815286624205,0.5457189371484863,1,1653,53
11,4,_level_2,0.8308080808080808,0.9064684049973584,1,912,25
11,5,_level_1,0.15289982425307558,0.5252671012240584,1,1602,52
11,5,_level_2,0.8232323232323232,0.9092394344941628,1,902,24
12,0,_level_1,0.21449108683151236,0.6498138646273203,2,1324,17
12,0,_level_2,0.45758564437194127,0.8126359380414812,1,1037,31
12,1,_level_1,0.20161756210283072,0.7068201635529704,2,1303,17
12,1,_level_2,0.8998410174880763,0.9079865933236588,1,922,32
12,2,_level_1,0.19055745164960183,0.5898635204426496,1,1472,60
12,2,_level_2,0.7462121212121212,0.913993354170316,1,917,24
12,3,_level_1,0.10950819672131148,0.47630173346505456,1,1562,58
12,3,_level_2,0.9522546419098143,0.9663080421425104,1,914,26
12,4,_level_1,0.22668810289389069,0.5409212677146091,1,1651,53
12,4,_level_2,0.8232323232323232,0.957939390641913,1,909,24
12,5,_level_1,0.1546134663341646,0.5344457918191058,1,1596,53
12,5,_level_2,0.6212121212121212,0.9455258034066066,2,899,24
13,0,_level_1,0.23424460431654676,0.7343174340519814,2,1268,17
13,0,_level_2,0.5119266055045871,0.7609196212287199,1,1042,33
13,1,_level_1,0.20405797101449272,0.639408188955837,2,1311,17
13,1,_level_2,0.971830985915493,0.927150998931618,1,928,32
13,2,_level_1,0.15934426229508197,0.5135803415349852,1,1479,64
13,2,_level_2,0.86489898989899,0.9058692701647684,1,920,24
13,3,_level_1,0.15789473684210523,0.5497349500000925,1,1598,60
13,3,_level_2,0.8812664907651715,0.910952572285218,1,922,26
13,4,_level_1,0.20954511558538405,0.5598132555828302,1,1652,53
13,4,_level_2,0.7840909090909091,0.8976277266295999,1,921,25
13,5,_level_1,0.10350727117194183,0.5225101280376516,1,1622,54
13,5,_level_2,0.6856060606060606,0.8829282994753701,1,903,24
14,0,_level_1,0.22019675925925927,0.6542877686914008,2,1285,17
14,0,_level_2,0.2851600387972842,0.6687340344147924,1,1023,47
14,1,_level_1,0.1532677848467322,0.5903121519449912,2,1291,17
14,1,_level_2,0.958664546899841,0.9286580613036616,1,924,32
14,2,_level_1,0.17724867724867724,0.6250986643397544,1,1406,47
14,2,_level_2,0.7676767676767676,0.9360795305925194,1,918,24
14,3,_level_1,0.18190298507462688,0.5010345289896104,1,1536,61
14,3,_level_2,0.8532974427994616,0.9271917994102342,1,924,26
14,4,_level_1,0.1359724612736661,0.4968368836014212,1,1599,52
14,4,_level_2,0.8409090909090909,0.9169247771650176,1,909,24
14,5,_level_1,0.21422861710631497,0.6307764680494581,1,1594,51
14,5,_level_2,0.8863636363636364,0.968384957703494,1,900,24
15,0,_level_1,0.1155504455303248,0.520687537493794,1,1312,17
15,0,_level_2,0.2942477876106195,0.6357401362322346,1,1019,48
15,1,_level_1,0.12935753385191587,0.5916045356096996,2,1362,17
15,1,_level_2,0.9022435897435898,0.9034758405980972,1,923,34
15,2,_level_1,0.11634671320535196,0.5030701601685553,1,1471,64
15,2,_level_2,0.9053030303030304,0.9180095763118196,1,916,24
15,3,_level_1,0.1610738255033557,0.5259569623665298,1,1587,63
15,3,_level_2,0.8997326203208557,0.9177362620754704,1,908,26
15,4,_level_1,0.16040100250626566,0.5238380420630959,1,1583,52
15,4,_level_2,0.8396464646464646,0.8826466461340515,1,909,24
15,5,_level_1,0.15248525695029486,0.4890502437368845,1,1610,51
15,5,_level_2,0.8573232323232324,0.9262924781176212,1,900,24
16,0,_level_1,0.24452133794694347,0.6907427416955142,2,1283,17
16,0,_level_2,0.32808988764044944,0.6111948830474921,1,1013,62
16,1,_level_1,0.0951417004048583,0.5400499016258351,2,1355,17
16,1,_level_2,0.8413461538461539,0.89315399830575,1,916,32
16,2,_level_1,0.18095238095238095,0.644250209437976,1,1469,61
16,2,_level_2,0.7436868686868687,0.9288832572323156,2,921,24
16,3,_level_1,0.12545787545787546,0.5393086713560321,1,1556,60
16,3,_level_2,0.9492656875834444,0.9476535330916972,1,913,26
16,4,_level_1,0.158311345646438,0.5077061474384843,1,1639,54
16,4,_level_2,0.8573232323232324,0.8999630705798256,1,917,25
16,5,_level_1,0.156195462478185,0.5484523921531225,1,1587,52
16,5,_level_2,0.75,0.8843439898871879,1,906,24
17,0,_level_1,0.12699333140040592,0.4596506340877176,1,1308,17
17,0,_level_2,0.4016477857878476,0.6256654159674866,1,1040,46
17,1,_level_1,0.25289351851851855,0.6671429989139679,2,1294,17
17,1,_level_2,0.9531502423263328,0.9189006981511488,1,905,32
17,2,_level_1,0.11014263074484944,0.4818321402231057,1,1490,50
17,2,_level_2,0.7916666666666666,0.9223490537378198,1,915,24
17,3,_level_1,0.1748958953004164,0.5696785132591949,1,1580,55
17,3,_level_2,0.9439252336448598,0.9517847955368391,1,920,26
17,4,_level_1,0.21271393643031783,0.5115536347680681,1,1674,52
17,4,_level_2,0.8290816326530612,0.8424264555112078,1,913,25
17,5,_level_1,0.16342756183745585,0.5556551817614093,1,1652,53
17,5,_level_2,0.63510101010101,0.8948669210477171,1,898,24
18,0,_level_1,0.18767990788716177,0.6630420329664432,2,1331,17
18,0,_level_2,0.39260312944523473,0.67610745821456,1,1038,61
18,1,_level_1,0.27936507936507937,0.7046089681613464,2,1298,17
18,1,_level_2,0.856687898089172,0.8794270002685574,1,923,32
18,2,_level_1,0.280440414507772,0.6116178050939142,1,1421,60
18,2,_level_2,0.8775252525252525,0.9223048961583296,1,921,24
18,3,_level_1,0.13973799126637554,0.5251518328831466,1,1569,55
18,3,_level_2,0.928191489361702,0.9466163064252848,1,914,26
18,4,_level_1,0.18999151823579305,0.555229721543971,1,1612,53
18,4,_level_2,0.8674242424242424,0.9112206343323414,1,910,25
18,5,_level_1,0.2909090909090909,0.6081779889361363,1,1594,51
18,5,_level_2,0.6641414141414141,0.8839021982598625,1,902,24
19,0,_level_1,0.28901067205076436,0.7000638302939064,2,1287,17
19,0,_level_2,0.35912129894937916,0.6717779170790253,1,1022,34
19,1,_level_1,0.1678663979268644,0.5817320982432777,2,1313,17
19,1,_level_2,0.8589341692789969,0.900930941413046,1,927,32
19,2,_level_1,0.15411868910540302,0.5057623113411954,1,1493,64
19,2,_level_2,0.6994949494949495,0.9281454442800806,2,917,24
19,3,_level_1,0.16770740410347904,0.495709107319094,1,1621,60
19,3,_level_2,0.9238985313751668,0.9419619749087254,1,925,26
19,4,_level_1,0.13304721030042918,0.504045927072801,1,1593,53
19,4,_level_2,0.8358585858585859,0.8812872995585476,1,908,24
19,5,_level_1,0.1260053619302949,0.4769592404861114,1,1649,54
19,5,_level_2,0.7070707070707071,0.9319434458622392,1,899,24
20,0,_level_1,0.24121037463976944,0.6821128229890743,2,1287,17
20,0,_level_2,0.5047701647875108,0.7046369384946423,1,1023,32
20,1,_level_1,0.2132564841498559,0.6439939567300904,2,1284,17
20,1,_level_2,0.8849840255591054,0.9038914718962304,1,918,32
20,2,_level_1,0.07446808510638298,0.4343418279951703,1,1525,65
20,2,_level_2,0.7992424242424242,0.9391293745124646,1,919,24
20,3,_level_1,0.15311004784688995,0.4938983116002347,1,1575,61
20,3,_level_2,0.9601063829787234,0.9518033598239496,1,923,26
20,4,_level_1,0.17582417582417584,0.5094263120035804,1,1601,51
20,4,_level_2,0.8143939393939394,0.8778865646876712,1,919,25
20,5,_level_1,0.203125,0.5011623533751106,1,1639,53
20,5,_level_2,0.7234848484848485,0.8948143016582749,1,900,24
21,0,_level_1,0.1488078138465958,0.6332400507311603,2,1336,17
21,0,_level_2,0.3896663078579118,0.638918578715713,1,1030,49
21,1,_level_1,0.1317228805834093,0.5307785674750691,1,1343,34
21,1,_level_2,0.9712,0.9271798190508296,1,933,32
21,2,_level_1,0.1650485436893204,0.49888919098198214,1,1489,63
21,2,_level_2,0.8169191919191919,0.8965387008850414,1,919,24
21,3,_level_1,0.10760667903525048,0.5540839134984986,1,1573,58
21,3,_level_2,0.9460188933873144,0.92598631175825,1,906,28
21,4,_level_1,0.185848252344416,0.5499222267324199,1,1607,54
21,4,_level_2,0.8257575757575758,0.9140124031628266,1,907,24
21,5,_level_1,0.16371681415929204,0.527355042669254,1,1616,54
21,5,_level_2,0.7904040404040404,0.9098141638355662,1,902,24
22,0,_level_1,0.15468975468975468,0.7139946706517644,3,1301,17
22,0,_level_2,0.4618320610687023,0.624770559547942,1,1052,48
22,1,_level_1,0.28287017834923267,0.6733358470435563,1,1298,34
22,1,_level_2,0.9710144927536232,0.9308330493056456,1,928,32
22,2,_level_1,0.17871649065800163,0.5240050216757375,1,1479,65
22,2,_level_2,0.8813131313131313,0.9401475759747456,1,916,24
22,3,_level_1,0.3125,0.5736731722151437,1,1579,56
22,3,_level_2,0.9552238805970148,0.9437349744956214,1,905,28
22,4,_level_1,0.15391539153915393,0.5879408836023046,1,1594,54
22,4,_level_2,0.8093434343434344,0.9123094658790702,1,916,24
22,5,_level_1,0.15458515283842794,0.49277823555071554,1,1626,52
22,5,_level_2,0.5833333333333334,0.8520113178417269,1,900,24
23,0,_level_1,0.1083501878069922,0.5108883046670871,2,1333,17
23,0,_level_2,0.4356005788712012,0.7472390998312712,1,1058,47
23,1,_level_1,0.19482758620689655,0.6226236497140563,2,1351,17
23,1,_level_2,0.9484702093397746,0.9254562359313144,1,918,32
23,2,_level_1,0.12969525159461376,0.4272970976083279,1,1492,65
23,2,_level_2,0.8484848484848485,0.9194050883513772,1,916,24
23,3,_level_1,0.13227513227513227,0.5378260296810476,1,1606,58
23,3,_level_2,0.9384203480589024,0.9270930772553082,1,912,27
23,4,_level_1,0.14088159031979255,0.532051350290578,1,1609,53
23,4,_level_2,0.8207070707070707,0.9223644600375086,1,912,24
23,5,_level_1,0.1935483870967742,0.6076432663269282,1,1619,52
23,5,_level_2,0.7007575757575758,0.9103038696256444,2,903,24
24,0,_level_1,0.2553191489361702,0.7162437854195981,2,1288,17
24,0,_level_2,0.45808636748518206,0.6995985630871028,1,1033,47
24,1,_level_1,0.3002595904239977,0.7759369333610582,2,1268,17
24,1,_level_2,0.9395866454689984,0.902417004495502,1,917,32
24,2,_level_1,0.15946205571565802,0.5678603740013025,1,1475,47
24,2,_level_2,0.8371212121212122,0.9200158036589156,1,920,24
24,3,_level_1,0.18658892128279883,0.5329190088811573,1,1561,59
24,3,_level_2,0.9292389853137516,0.9433215706551308,1,917,26
24,4,_level_1,0.15604026845637584,0.5052701299471528,1,1609,53
24,4,_level_2,0.8598484848484849,0.8981886619870436,1,909,24
24,5,_level_1,0.14995640802092414,0.49617199827474767,1,1620,54
24,5,_level_2,0.8396464646464646,0.9566729530306254,1,898,24
25,0,_level_1,0.1828978622327791,0.6205556500290077,2,1348,34
25,0,_level_2,0.63046875,0.7870899593779025,1,1049,32
25,1,_level_1,0.16574905824398725,0.612323030432835,2,1346,17
25,1,_level_2,0.8678343949044586,0.9045679309991992,1,929,32
25,2,_level_1,0.12457912457912458,0.48991250395150654,1,1478,63
25,2,_level_2,0.8522727272727273,0.9231041398679805,1,918,24
25,3,_level_1,0.16666666666666666,0.5401114648407735,1,1584,60
25,3,_level_2,0.8758344459279038,0.9011635936656588,1,919,26
25,4,_level_1,0.14320585842148087,0.5091736117385398,1,1603,52
25,4,_level_2,0.8522727272727273,0.9147469747164256,1,912,24
25,5,_level_1,0.2047244094488189,0.6013365851953278,1,1590,52
25,5,_level_2,0.7121212121212122,0.9571685624342422,2,898,24
26,0,_level_1,0.05437284234752589,0.4130471593210465,1,1357,17
26,0,_level_2,0.2822014051522248,0.5523318515201712,1,1023,50
26,1,_level_1,0.1049011177987962,0.4729259837211841,1,1339,17
26,1,_level_2,0.9262820512820512,0.9390152308854426,1,921,32
26,2,_level_1,0.19154557463672392,0.5975408401164897,1,1439,59
26,2,_level_2,0.8573232323232324,0.9238176834163888,1,919,24
26,3,_level_1,0.12017543859649124,0.5500728237478151,1,1617,58
26,3,_level_2,0.9421813403416556,0.9484070914780628,1,915,26
26,4,_level_1,0.1576797385620915,0.5145107963716937,1,1622,53
26,4,_level_2,0.8156565656565656,0.896992104106867,1,908,24
26,5,_level_1,0.2187742435996897,0.5344605396682762,1,1620,50
26,5,_level_2,0.7929292929292929,0.9645219278529577,1,898,24
27,0,_level_1,0.3867541393314589,0.7729072899768819,2,1276,30
27,0,_level_2,0.5246913580246914,0.7516318988740849,1,1040,31
27,1,_level_1,0.1440897325280414,0.5734344198632745,2,1293,17
27,1,_level_2,0.9425837320574164,0.9524819722828172,1,918,32
27,2,_level_1,0.1878594249201278,0.5300007462469616,1,1480,59
27,2,_level_2,0.8055555555555556,0.9109465605430036,1,920,24
27,3,_level_1,0.1388101983002833,0.5369863876595276,1,1571,59
27,3,_level_2,0.9014647137150466,0.9168359183584848,1,907,26
27,4,_level_1,0.17353198948290974,0.4991802670033262,1,1596,53
27,4,_level_2,0.8131313131313131,0.9038423622002344,1,907,24
27,5,_level_1,0.185378590078329,0.5839982734022235,1,1606,52
27,5,_level_2,0.7323232323232324,0.8702416139725307,1,900,24
28,0,_level_1,0.2075308996838172,0.7104745883597645,2,1292,17
28,0,_level_2,0.4251316779533484,0.6878889056655899,1,1030,33
28,1,_level_1,0.19936526255049047,0.7056716239623552,2,1320,17
28,1,_level_2,0.9089456869009584,0.9243528680185508,1,928,32
28,2,_level_1,0.14195804195804196,0.4852198988869101,1,1472,64
28,2,_level_2,0.8093434343434344,0.9350888532864214,1,919,24
28,3,_level_1,0.21104428649535265,0.6045702029396164,1,1599,43
28,3,_level_2,0.9197860962566844,0.929200013581572,1,918,27
28,4,_level_1,0.1625207296849088,0.5842803481129212,1,1577,51
28,4,_level_2,0.8459595959595959,0.9540486719100948,1,915,24
28,5,_level_1,0.24312714776632305,0.553553672979278,1,1604,52
28,5,_level_2,0.8143939393939394,0.9132289507200584,1,891,24
29,0,_level_1,0.1891657010428737,0.6888368453244136,2,1304,17
29,0,_level_2,0.398886827458256,0.5917847221360384,1,1031,61
29,1,_level_1,0.17682576193214491,0.5077463954098888,1,1310,17
29,1,_level_2,0.8935483870967742,0.9080098201441528,1,930,32
29,2,_level_1,0.1484834766862834,0.5807316417183741,1,1461,46
29,2,_level_2,0.933080808080808,0.9537933235959332,1,920,24
29,3,_level_1,0.16260162601626016,0.547843553653526,1,1611,56
29,3,_level_2,0.8916776750330251,0.9279615091281204,1,916,26
29,4,_level_1,0.19528619528619529,0.5003684966675364,1,1623,52
29,4,_level_2,0.8409090909090909,0.9266201535396652,1,910,24
29,5,_level_1,0.14965397923875431,0.530471160168017,1,1615,53
29,5,_level_2,0.6414141414141414,0.9447501437359206,2,900,24
30,0,_level_1,0.2161849710982659,0.6738966904202454,2,1301,17
30,0,_level_2,0.3903675538656527,0.7093560151286125,1,1015,49
30,1,_level_1,0.18697781619129933,0.6565771961119601,2,1316,17
30,1,_level_2,0.9469453376205788,0.9283896235786356,1,917,32
30,2,_level_1,0.16046277665995975,0.5768825293186294,1,1448,64
30,2,_level_2,0.8106060606060606,0.8985872966433222,1,920,24
30,3,_level_1,0.1442125237191651,0.4921562414088438,1,1576,62
30,3,_level_2,0.952191235059761,0.9486750093366912,1,919,27
30,4,_level_1,0.13448844884488448,0.48037435058264344,1,1636,54
30,4,_level_2,0.803030303030303,0.9059857447611208,1,910,24
30,5,_level_1,0.14974619289340102,0.5305454170868272,1,1652,52
30,5,_level_2,0.6755050505050505,0.9124591991654908,2,898,24
31,0,_level_1,0.27277970011534025,0.7168189989696258,2,1279,17
31,0,_level_2,0.4481012658227848,0.7130244137987962,1,1022,50
31,1,_level_1,0.07525951557093426,0.4330284957109149,2,1385,17
31,1,_level_2,0.9018987341772152,0.9078291936749986,1,915,32
31,2,_level_1,0.14618973561430793,0.5840865453702848,1,1459,46
31,2,_level_2,0.8093434343434344,0.8962754404546228,1,918,24
31,3,_level_1,0.1813953488372093,0.5501568340082114,1,1554,59
31,3,_level_2,0.8924731182795699,0.8863451498565543,1,921,29
31,4,_level_1,0.1988496302382909,0.5719325865591522,1,1605,52
31,4,_level_2,0.8005050505050505,0.9399939667439792,1,913,24
31,5,_level_1,0.17335610589239966,0.5235026884547673,1,1623,54
31,5,_level_2,0.7007575757575758,0.8826906289345309,1,898,24
32,0,_level_1,0.20368239355581128,0.6532206802335583,2,1298,17
32,0,_level_2,0.5613006396588486,0.786610655131524,2,1036,31
32,1,_level_1,0.208321294423577,0.5861188251987094,2,1322,17
32,1,_level_2,0.9347133757961784,0.9259096362079609,1,924,32
32,2,_level_1,0.1788135593220339,0.5126020464231481,1,1476,64
32,2,_level_2,0.8547979797979798,0.921891599614918,1,918,24
32,3,_level_1,0.13970588235294118,0.5150878386448123,1,1585,59
32,3,_level_2,0.9215425531914894,0.9466163064252848,1,919,26
32,4,_level_1,0.18121363258520365,0.5440533261723737,1,1648,54
32,4,_level_2,0.821969696969697,0.8967003485925347,1,903,24
32,5,_level_1,0.16898954703832753,0.523564163908785,1,1638,52
32,5,_level_2,0.7727272727272727,0.9095308701311856,1,899,24
33,0,_level_1,0.23068083883941395,0.6844917019548566,2,1316,17
33,0,_level_2,0.7387616624257846,0.7502205685087102,1,1044,60
33,1,_level_1,0.26595744680851063,0.7162074047439729,2,1299,17
33,1,_level_2,0.9008130081300812,0.912184677093691,1,927,34
33,2,_level_1,0.1686226065472514,0.5596066423250252,1,1488,63
33,2,_level_2,0.8661616161616161,0.9469916339909318,1,919,24
33,3,_level_1,0.19912280701754387,0.5844960289553929,1,1610,61
33,3,_level_2,0.8980392156862745,0.9299963676300702,1,914,26
33,4,_level_1,0.19796954314720813,0.5723626505379974,1,1594,52
33,4,_level_2,0.8421717171717171,0.8972584326309653,1,910,25
33,5,_level_1,0.1545530492898914,0.527872249280114,1,1617,53
33,5,_level_2,0.8611111111111112,0.9375711388698752,1,895,24
34,0,_level_1,0.09445407279029462,0.4124436977120234,1,1383,17
34,0,_level_2,0.498159509202454,0.6497248550599404,1,1048,61
34,1,_level_1,0.4267166762839007,0.7613251179973346,2,1251,17
34,1,_level_2,0.914691943127962,0.9354102806362672,1,921,32
34,2,_level_1,0.13712223725755526,0.5517300849813846,1,1453,48
34,2,_level_2,0.6982323232323232,0.9305705247862056,2,918,24
34,3,_level_1,0.1287593984962406,0.487623523562675,1,1552,61
34,3,_level_2,0.9513797634691196,0.9651671297737316,1,911,26
34,4,_level_1,0.1447253705318221,0.5153507045947996,1,1654,53
34,4,_level_2,0.8409090909090909,0.9597513202015282,1,910,24
34,5,_level_1,0.20585774058577405,0.5363585442595724,1,1549,49
34,5,_level_2,0.7361111111111112,0.9601135519040668,2,899,24
35,0,_level_1,0.08972879399884594,0.4666986377753624,1,1361,17
35,0,_level_2,0.5217391304347826,0.7087137948479343,1,1011,50
35,1,_level_1,0.21319062771188893,0.6528107015878242,2,1292,17
35,1,_level_2,0.88,0.912143654598474,1,922,32
35,2,_level_1,0.21810971579643093,0.5927273488581108,1,1448,48
35,2,_level_2,0.8598484848484849,0.9350254882624016,1,915,24
35,3,_level_1,0.26394344069128045,0.5623451720344661,1,1565,56
35,3,_level_2,0.949796472184532,0.9478342431238173,1,903,27
35,4,_level_1,0.17459016393442622,0.5374458927438617,1,1649,53
35,4,_level_2,0.8535353535353535,0.9282264384585736,1,908,24
