forage_number,nn_rule,level,det,rmi,ood,steps
23,0,_level_2,0.4356005788712012,0.7472390998312712,1,1058
23,1,_level_1,0.19482758620689655,0.6226236497140563,2,1351
23,1,_level_2,0.9484702093397746,0.9254562359313144,1,918
23,2,_level_1,0.12969525159461376,0.4272970976083279,1,1492
23,2,_level_2,0.8484848484848485,0.9194050883513772,1,916
23,3,_level_1,0.13227513227513227,0.5378260296810476,1,1606
23,3,_level_2,0.9384203480589024,0.9270930772553082,1,912
23,4,_level_1,0.14088159031979255,0.532051350290578,1,1609
23,4,_level_2,0.8207070707070707,0.9223644600375086,1,912
23,5,_level_1,0.1935483870967742,0.6076432663269282,1,1619
23,5,_level_2,0.7007575757575758,0.9103038696256444,2,903
24,0,_level_1,0.2553191489361702,0.7162437854195981,2,1288
24,0,_level_2,0.45808636748518206,0.6995985630871028,1,1033
24,1,_level_1,0.3002595904239977,0.7759369333610582,2,1268
24,1,_level_2,0.9395866454689984,0.902417004495502,1,917
24,2,_level_1,0.15946205571565802,0.5678603740013025,1,1475
24,2,_level_2,0.8371212121212122,0.9200158036589156,1,920
24,3,_level_1,0.18658892128279883,0.5329190088811573,1,1561
24,3,_level_2,0.9292389853137516,0.9433215706551308,1,917
24,4,_level_1,0.15604026845637584,0.5052701299471528,1,1609
24,4,_level_2,0.8598484848484849,0.8981886619870436,1,909
24,5,_level_1,0.14995640802092414,0.49617199827474767,1,1620
24,5,_level_2,0.8396464646464646,0.9566729530306254,1,898
25,0,_level_1,0.1828978622327791,0.6205556500290077,2,1348
25,0,_level_2,0.63046875,0.7870899593779025,1,1049
25,1,_level_1,0.16574905824398725,0.612323030432835,2,1346
25,1,_level_2,0.8678343949044586,0.9045679309991992,1,929
25,2,_level_1,0.12457912457912458,0.48991250395150654,1,1478
25,2,_level_2,0.8522727272727273,0.9231041398679805,1,918
25,3,_level_1,0.16666666666666666,0.5401114648407735,1,1584
25,3,_level_2,0.8758344459279038,0.9011635936656588,1,919
25,4,_level_1,0.14320585842148087,0.5091736117385398,1,1603
25,4,_level_2,0.8522727272727273,0.9147469747164256,1,912
25,5,_level_1,0.2047244094488189,0.6013365851953278,1,1590
25,5,_level_2,0.7121212121212122,0.9571685624342422,2,898
26,0,_level_1,0.05437284234752589,0.4130471593210465,1,1357
26,0,_level_2,0.2822014051522248,0.5523318515201712,1,1023
26,1,_level_1,0.1049011177987962,0.4729259837211841,1,1339
26,1,_level_2,0.9262820512820512,0.9390152308854426,1,921
26,2,_level_1,0.19154557463672392,0.5975408401164897,1,1439
26,2,_level_2,0.8573232323232324,0.9238176834163888,1,919
26,3,_level_1,0.12017543859649124,0.5500728237478151,1,1617
26,3,_level_2,0.9421813403416556,0.9484070914780628,1,915
26,4,_level_1,0.1576797385620915,0.5145107963716937,1,1622
26,4,_level_2,0.8156565656565656,0.896992104106867,1,908
26,5,_level_1,0.2187742435996897,0.5344605396682762,1,1620
26,5,_level_2,0.7929292929292929,0.9645219278529577,1,898
27,0,_level_1,0.3867541393314589,0.7729072899768819,2,1276
27,0,_level_2,0.5246913580246914,0.7516318988740849,1,1040
27,1,_level_1,0.1440897325280414,0.5734344198632745,2,1293
27,1,_level_2,0.9425837320574164,0.9524819722828172,1,918
27,2,_level_1,0.1878594249201278,0.5300007462469616,1,1480
27,2,_level_2,0.8055555555555556,0.9109465605430036,1,920
27,3,_level_1,0.1388101983002833,0.5369863876595276,1,1571
27,3,_level_2,0.9014647137150466,0.9168359183584848,1,907
27,4,_level_1,0.17353198948290974,0.4991802670033262,1,1596
27,4,_level_2,0.8131313131313131,0.9038423622002344,1,907
27,5,_level_1,0.185378590078329,0.5839982734022235,1,1606
27,5,_level_2,0.7323232323232324,0.8702416139725307,1,900
28,0,_level_1,0.2075308996838172,0.7104745883597645,2,1292
28,0,_level_2,0.4251316779533484,0.6878889056655899,1,1030
28,1,_level_1,0.19936526255049047,0.7056716239623552,2,1320
28,1,_level_2,0.9089456869009584,0.9243528680185508,1,928
28,2,_level_1,0.14195804195804196,0.4852198988869101,1,1472
28,2,_level_2,0.8093434343434344,0.9350888532864214,1,919
28,3,_level_1,0.21104428649535265,0.6045702029396164,1,1599
28,3,_level_2,0.9197860962566844,0.929200013581572,1,918
28,4,_level_1,0.1625207296849088,0.5842803481129212,1,1577
28,4,_level_2,0.8459595959595959,0.9540486719100948,1,915
28,5,_level_1,0.24312714776632305,0.553553672979278,1,1604
28,5,_level_2,0.8143939393939394,0.9132289507200584,1,891
29,0,_level_1,0.1891657010428737,0.6888368453244136,2,1304
29,0,_level_2,0.398886827458256,0.5917847221360384,1,1031
29,1,_level_1,0.17682576193214491,0.5077463954098888,1,1310
29,1,_level_2,0.8935483870967742,0.9080098201441528,1,930
29,2,_level_1,0.1484834766862834,0.5807316417183741,1,1461
29,2,_level_2,0.933080808080808,0.9537933235959332,1,920
29,3,_level_1,0.16260162601626016,0.547843553653526,1,1611
29,3,_level_2,0.8916776750330251,0.9279615091281204,1,916
29,4,_level_1,0.19528619528619529,0.5003684966675364,1,1623
29,4,_level_2,0.8409090909090909,0.9266201535396652,1,910
29,5,_level_1,0.14965397923875431,0.530471160168017,1,1615
29,5,_level_2,0.6414141414141414,0.9447501437359206,2,900
30,0,_level_1,0.2161849710982659,0.6738966904202454,2,1301
30,0,_level_2,0.3903675538656527,0.7093560151286125,1,1015
30,1,_level_1,0.18697781619129933,0.6565771961119601,2,1316
30,1,_level_2,0.9469453376205788,0.9283896235786356,1,917
30,2,_level_1,0.16046277665995975,0.5768825293186294,1,1448
30,2,_level_2,0.8106060606060606,0.8985872966433222,1,920
30,3,_level_1,0.1442125237191651,0.4921562414088438,1,1576
30,3,_level_2,0.952191235059761,0.9486750093366912,1,919
30,4,_level_1,0.13448844884488448,0.48037435058264344,1,1636
30,4,_level_2,0.803030303030303,0.9059857447611208,1,910
30,5,_level_1,0.14974619289340102,0.5305454170868272,1,1652
30,5,_level_2,0.6755050505050505,0.9124591991654908,2,898
31,0,_level_1,0.27277970011534025,0.7168189989696258,2,1279
31,0,_level_2,0.4481012658227848,0.7130244137987962,1,1022
31,1,_level_1,0.07525951557093426,0.4330284957109149,2,1385
31,1,_level_2,0.9018987341772152,0.9078291936749986,1,915
31,2,_level_1,0.14618973561430793,0.5840865453702848,1,1459
31,2,_level_2,0.8093434343434344,0.8962754404546228,1,918
31,3,_level_1,0.1813953488372093,0.5501568340082114,1,1554
31,3,_level_2,0.8924731182795699,0.8863451498565543,1,921
31,4,_level_1,0.1988496302382909,0.5719325865591522,1,1605
31,4,_level_2,0.8005050505050505,0.9399939667439792,1,913
31,5,_level_1,0.17335610589239966,0.5235026884547673,1,1623
31,5,_level_2,0.7007575757575758,0.8826906289345309,1,898
32,0,_level_1,0.20368239355581128,0.6532206802335583,2,1298
32,0,_level_2,0.5613006396588486,0.786610655131524,2,1036
32,1,_level_1,0.208321294423577,0.5861188251987094,2,1322
32,1,_level_2,0.9347133757961784,0.9259096362079609,1,924
32,2,_level_1,0.1788135593220339,0.5126020464231481,1,1476
32,2,_level_2,0.8547979797979798,0.921891599614918,1,918
32,3,_level_1,0.13970588235294118,0.5150878386448123,1,1585
32,3,_level_2,0.9215425531914894,0.9466163064252848,1,919
32,4,_level_1,0.18121363258520365,0.5440533261723737,1,1648
32,4,_level_2,0.821969696969697,0.8967003485925347,1,903
32,5,_level_1,0.16898954703832753,0.523564163908785,1,1638
32,5,_level_2,0.7727272727272727,0.9095308701311856,1,899
33,0,_level_1,0.23068083883941395,0.6844917019548566,2,1316
33,0,_level_2,0.7387616624257846,0.7502205685087102,1,1044
33,1,_level_1,0.26595744680851063,0.7162074047439729,2,1299
33,1,_level_2,0.9008130081300812,0.912184677093691,1,927
33,2,_level_1,0.1686226065472514,0.5596066423250252,1,1488
33,2,_level_2,0.8661616161616161,0.9469916339909318,1,919
33,3,_level_1,0.19912280701754387,0.5844960289553929,1,1610
33,3,_level_2,0.8980392156862745,0.9299963676300702,1,914
33,4,_level_1,0.19796954314720813,0.5723626505379974,1,1594
33,4,_level_2,0.8421717171717171,0.8972584326309653,1,910
33,5,_level_1,0.1545530492898914,0.527872249280114,1,1617
33,5,_level_2,0.8611111111111112,0.9375711388698752,1,895
34,0,_level_1,0.09445407279029462,0.4124436977120234,1,1383
34,0,_level_2,0.498159509202454,0.6497248550599404,1,1048
34,1,_level_1,0.4267166762839007,0.7613251179973346,2,1251
34,1,_level_2,0.914691943127962,0.9354102806362672,1,921
34,2,_level_1,0.13712223725755526,0.5517300849813846,1,1453
34,2,_level_2,0.6982323232323232,0.9305705247862056,2,918
34,3,_level_1,0.1287593984962406,0.487623523562675,1,1552
34,3,_level_2,0.9513797634691196,0.9651671297737316,1,911
34,4,_level_1,0.1447253705318221,0.5153507045947996,1,1654
34,4,_level_2,0.8409090909090909,0.9597513202015282,1,910
34,5,_level_1,0.20585774058577405,0.5363585442595724,1,1549
34,5,_level_2,0.7361111111111112,0.9601135519040668,2,899
35,0,_level_1,0.08972879399884594,0.4666986377753624,1,1361
35,0,_level_2,0.5217391304347826,0.7087137948479343,1,1011
35,1,_level_1,0.21319062771188893,0.6528107015878242,2,1292
35,1,_level_2,0.88,0.912143654598474,1,922
35,2,_level_1,0.21810971579643093,0.5927273488581108,1,1448
35,2,_level_2,0.8598484848484849,0.9350254882624016,1,915
35,3,_level_1,0.26394344069128045,0.5623451720344661,1,1565
35,3,_level_2,0.949796472184532,0.9478342431238173,1,903
35,4,_level_1,0.17459016393442622,0.5374458927438617,1,1649
35,4,_level_2,0.8535353535353535,0.9282264384585736,1,908
35,5,_level_1,0.1941830624465355,0.546447012216742,1,1553
35,5,_level_2,0.648989898989899,0.855333611903173,1,907
36,0,_level_1,0.23910550458715596,0.7068696076406569,2,1314
36,0,_level_2,0.4318181818181818,0.6979475027403729,1,1022
36,1,_level_1,0.11436016213086277,0.5747456650352578,2,1333
36,1,_level_2,0.8555729984301413,0.9476058455547928,1,918
36,2,_level_1,0.20481927710843373,0.541945005084816,1,1460
36,2,_level_2,0.8686868686868687,0.8864469904962707,1,917
36,3,_level_1,0.2063063063063063,0.529343770235767,1,1600
36,3,_level_2,0.9198931909212285,0.950045699873177,1,918
36,4,_level_1,0.15862068965517245,0.5093863354505199,1,1602
36,4,_level_2,0.7653061224489796,0.8684192336200092,1,917
36,5,_level_1,0.18845500848896435,0.5514825663349237,1,1673
36,5,_level_2,0.6679292929292929,0.8548854454196555,2,907
37,0,_level_1,0.33400751227968795,0.7486121134096534,2,1279
37,0,_level_2,0.4336890243902439,0.7392168299213846,2,1022
37,1,_level_1,0.1638631090487239,0.6031957429883149,2,1260
37,1,_level_2,0.848780487804878,0.8937504824564462,1,918
37,2,_level_1,0.12770411723656663,0.4640293465033569,1,1489
37,2,_level_2,0.922979797979798,0.9299757220403496,1,917
37,3,_level_1,0.2451071761416589,0.5593993750787968,1,1581
37,3,_level_2,0.9146666666666666,0.9293254450754672,1,910
37,4,_level_1,0.1630716134598792,0.5262621555031045,1,1596
37,4,_level_2,0.827020202020202,0.893300543472485,1,911
37,5,_level_1,0.18301610541727673,0.5709473482717575,1,1637
37,5,_level_2,0.672979797979798,0.8571878688706722,1,893
38,0,_level_1,0.10483870967741936,0.5485414172262322,2,1377
