subject,level,object_size,x,y,points,time
1,_level_1,extra small,12.5,17.5,330,157.481201171875
1,_level_1,extra small,15,15,332,157.63189697265625
1,_level_1,extra small,12.5,12.5,334,157.79800415039063
1,_level_1,extra small,15,-6.5,336,159.398193359375
1,_level_1,extra small,15,-10,338,159.69749450683594
1,_level_1,extra small,17.5,-12.5,340,159.98060607910156
1,_level_1,extra small,20,-15,342,160.2803955078125
1,_level_1,extra small,17.5,-17.5,344,160.53089904785156
1,_level_1,extra small,20,-20,346,160.6802978515625
1,_level_1,extra small,15,-23.5,348,161.08079528808594
1,_level_1,extra small,10,-20,350,161.4967041015625
1,_level_1,extra small,15,-20,352,161.63040161132813
1,_level_1,extra small,15,-20,354,161.6466064453125
1,_level_1,extra small,15,-15,356,161.89639282226563
1,_level_1,extra small,12.5,-12.5,358,162.14610290527344
1,_level_1,extra small,15,6.5,360,163.86270141601563
1,_level_1,extra small,15,10,362,164.16299438476563
1,_level_1,extra small,17.5,12.5,364,164.37930297851563
1,_level_1,extra small,20,15,366,164.67930603027344
1,_level_1,extra small,17.5,17.5,368,164.91229248046875
1,_level_1,extra small,15,20,370,165.21200561523438
1,_level_1,extra small,12.5,17.5,372,165.37890625
1,_level_1,extra small,12.5,12.5,374,165.71200561523438
1,_level_1,extra small,15,15,376,165.74530029296875
1,_level_1,extra small,15,-6.5,378,167.4447021484375
1,_level_1,extra small,15,-10,380,167.7279052734375
1,_level_1,extra small,17.5,-12.5,382,167.96139526367188
1,_level_1,extra small,20,-15,384,168.26109313964844
1,_level_1,extra small,20,-20,386,168.7115020751953
1,_level_1,extra small,15,-23.5,388,169.16110229492188
1,_level_1,extra small,15,-20,390,169.52740478515625
1,_level_1,extra small,17.5,-17.5,392,169.77769470214844
1,_level_1,extra small,15,-15,394,169.84429931640625
1,_level_1,extra small,10,-15,396,170.17959594726563
1,_level_1,extra small,12.5,-12.5,398,170.4272003173828
1,_level_1,extra small,15,6.5,400,172.14320373535156
1,_level_1,extra small,15,10,402,172.44320678710938
1,_level_1,extra small,17.5,12.5,404,172.65989685058594
1,_level_1,extra small,20,15,406,172.9604034423828
1,_level_1,extra small,17.5,17.5,408,173.22630310058594
1,_level_1,extra small,15,20,410,173.5093994140625
1,_level_1,extra small,12.5,17.5,412,173.6427001953125
1,_level_1,extra small,15,15,414,173.80929565429688
1,_level_1,extra small,12.5,12.5,416,174.1927032470703
1,_level_1,extra small,10,15,418,174.4427947998047
1,_level_1,extra small,15,-6.5,420,176.3249053955078
1,_level_1,extra small,15,-10,422,176.6082000732422
1,_level_1,extra small,17.5,-12.5,424,176.82479858398438
1,_level_1,extra small,20,-15,426,177.10850524902344
1,_level_1,extra small,17.5,-17.5,428,177.54139709472656
1,_level_1,extra small,17.5,-17.5,430,177.5579071044922
1,_level_1,extra small,15,-20,432,177.82460021972656
1,_level_1,extra small,15,-23.5,434,177.95799255371094
1,_level_1,extra small,10,-20,436,178.4243927001953
1,_level_1,extra small,12.5,-17.5,438,178.6074981689453
1,_level_1,extra small,10,-15,440,178.95770263671875
1,_level_1,extra small,12.5,-12.5,442,179.1072998046875
1,_level_1,extra small,15,6.5,444,181.22349548339844
1,_level_1,extra small,15,10,446,181.2904052734375
1,_level_1,extra small,17.5,12.5,448,181.49029541015625
1,_level_1,extra small,20,15,450,181.7895965576172
1,_level_1,extra small,17.5,17.5,452,181.95640563964844
1,_level_1,extra small,15,20,454,182.22329711914063
1,_level_1,extra small,12.5,17.5,456,182.39039611816406
1,_level_1,extra small,10,15,458,182.6898956298828
1,_level_1,extra small,12.5,12.5,460,182.87249755859375
1,_level_1,extra small,10,10,462,183.0894012451172
1,_level_1,extra small,15,-6.5,464,184.59530639648438
1,_level_1,extra small,15,-10,466,184.893798828125
1,_level_1,extra small,20,-10,468,185.12429809570313
1,_level_1,extra small,17.5,-12.5,470,185.32350158691406
1,_level_1,extra small,20,-15,472,185.4237060546875
1,_level_1,extra small,15,-15,474,185.62820434570313
1,_level_1,extra small,17.5,-17.5,476,185.70750427246094
1,_level_1,extra small,20,-20,478,185.98959350585938
1,_level_1,extra small,15,-23.5,480,186.42120361328125
1,_level_1,extra small,15,-20,482,186.78829956054688
1,_level_1,extra small,12.5,-17.5,484,186.92120361328125
1,_level_1,extra small,10,-15,486,187.27130126953125
1,_level_1,extra small,12.5,-12.5,488,187.5054931640625
1,_level_1,extra small,10,-10,490,187.8874053955078
1,_level_1,extra small,15,6.5,492,189.4384002685547
1,_level_1,extra small,15,10,494,189.63760375976563
1,_level_1,extra small,17.5,12.5,496,189.90379333496094
1,_level_1,extra small,20,15,498,190.18760681152344
1,_level_1,extra small,17.5,17.5,500,190.4210968017578
1,_level_1,extra small,12.5,17.5,502,190.82020568847656
1,_level_1,extra small,10,15,504,191.08700561523438
1,_level_1,extra small,12.5,12.5,506,191.28709411621094
1,_level_1,extra small,15,15,508,191.40350341796875
1,_level_1,extra small,15,20,510,191.80320739746094
1,_level_1,extra small,10,20,512,192.10360717773438
1,_level_1,extra small,15,23.5,514,192.30380249023438
1,_level_1,extra small,20,20,516,192.8867950439453
1,_level_1,extra small,20,10,518,193.70260620117188
1,_level_1,extra small,15,-6.5,520,195.1519012451172
1,_level_1,extra small,15,-10,522,195.451904296875
1,_level_1,extra small,17.5,-12.5,524,195.6688995361328
1,_level_1,extra small,20,-15,526,195.9517059326172
1,_level_1,extra small,20,-20,528,196.4185028076172
1,_level_1,extra small,15,-23.5,530,196.95150756835938
1,_level_1,extra small,15,-20,532,197.0679931640625
1,_level_1,extra small,17.5,-17.5,534,197.38490295410156
1,_level_1,extra small,15,-15,536,197.51809692382813
1,_level_1,extra small,10,-15,538,197.8845977783203
1,_level_1,extra small,12.5,-12.5,540,197.9510955810547
1,_level_1,extra small,15,6.5,542,199.6678009033203
1,_level_1,extra small,15,10,544,199.96710205078125
1,_level_1,extra small,17.5,12.5,546,200.20350646972656
1,_level_1,extra small,20,15,548,200.50030517578125
1,_level_1,extra small,17.5,17.5,550,200.7675018310547
1,_level_1,extra small,15,20,552,201.06739807128906
1,_level_1,extra small,12.5,17.5,554,201.216796875
1,_level_1,extra small,15,15,556,201.30059814453125
1,_level_1,extra small,12.5,12.5,558,201.58419799804688
1,_level_1,extra small,10,15,560,201.8332061767578
1,_level_1,extra small,10,10,562,202.2174072265625
1,_level_1,extra small,15,-6.5,564,203.6999053955078
1,_level_1,extra small,15,-10,566,203.98240661621094
1,_level_1,extra small,17.5,-12.5,568,204.2657012939453
1,_level_1,extra small,20,-15,570,204.5489044189453
1,_level_1,extra small,20,-20,572,204.99929809570313
1,_level_1,extra small,15,-20,574,205.36549377441406
1,_level_1,extra small,17.5,-17.5,576,205.8488006591797
1,_level_1,extra small,15,-15,578,206.0316925048828
1,_level_1,extra small,10,-15,580,206.4315948486328
1,_level_1,extra small,12.5,-17.5,582,206.4980926513672
1,_level_1,extra small,12.5,-12.5,584,207.1320037841797
1,_level_1,extra small,10,-10,586,207.4320068359375
1,_level_1,extra small,15,6.5,588,208.86399841308594
1,_level_1,extra small,15,10,590,209.16419982910156
1,_level_1,extra small,17.5,12.5,592,209.43089294433594
1,_level_1,extra small,20,15,594,209.69720458984375
1,_level_1,extra small,17.5,17.5,596,209.864501953125
1,_level_1,extra small,15,20,598,210.1468963623047
1,_level_1,extra small,12.5,17.5,600,210.23019409179688
1,_level_1,extra small,15,15,602,210.4803924560547
1,_level_1,extra small,12.5,12.5,604,210.64720153808594
1,_level_1,extra small,10,15,606,211.04660034179688
1,_level_1,extra small,15,-6.5,608,212.9293975830078
1,_level_1,extra small,15,-10,610,213.21279907226563
1,_level_1,extra small,17.5,-12.5,612,213.5299072265625
1,_level_1,extra small,20,-15,614,213.82989501953125
1,_level_1,extra small,17.5,-17.5,616,214.07940673828125
1,_level_1,extra small,15,-20,618,214.36219787597656
1,_level_1,extra small,12.5,-17.5,620,214.81280517578125
1,_level_1,extra small,15,-15,622,215.01210021972656
1,_level_1,extra small,12.5,-12.5,624,215.22850036621094
1,_level_1,extra small,10,-15,626,215.34609985351563
1,_level_1,extra small,15,6.5,628,217.0780029296875
1,_level_1,extra small,15,10,630,217.37840270996094
1,_level_1,extra small,17.5,12.5,632,217.6116943359375
1,_level_1,extra small,20,15,634,217.91209411621094
1,_level_1,extra small,17.5,17.5,636,218.14520263671875
1,_level_1,extra small,15,20,638,218.4613037109375
1,_level_1,extra small,12.5,17.5,640,218.66079711914063
1,_level_1,extra small,10,15,642,218.94479370117188
1,_level_1,extra small,12.5,12.5,644,219.0449981689453
1,_level_1,extra small,15,-6.5,646,220.76010131835938
1,_level_1,extra small,15,-10,648,221.04409790039063
1,_level_1,extra small,17.5,-12.5,650,221.3271026611328
1,_level_1,extra small,20,-15,652,221.62649536132813
1,_level_1,extra small,17.5,-17.5,654,221.9105987548828
1,_level_1,extra small,15,-20,656,222.17630004882813
1,_level_1,extra small,12.5,-17.5,658,222.59280395507813
1,_level_1,extra small,10,-20,660,222.62620544433594
1,_level_1,extra small,15,-15,662,222.9093017578125
1,_level_1,extra small,12.5,-12.5,664,223.0261993408203
1,_level_1,extra small,15,6.5,666,224.7263946533203
1,_level_1,extra small,15,10,668,225.00909423828125
1,_level_1,extra small,17.5,12.5,670,225.24169921875
1,_level_1,extra small,20,15,672,225.5417938232422
1,_level_1,extra small,17.5,17.5,674,225.8258056640625
1,_level_1,extra small,15,20,676,226.12539672851563
1,_level_1,extra small,12.5,17.5,678,226.3083953857422
1,_level_1,extra small,15,15,680,226.5084991455078
1,_level_1,extra small,12.5,12.5,682,226.74139404296875
1,_level_1,extra small,10,10,684,227.0417022705078
1,_level_1,extra small,10,15,686,227.22540283203125
1,_level_1,extra small,6.5,15,688,227.32510375976563
1,_level_1,extra small,-6.5,15,690,228.4241943359375
1,_level_1,extra small,-10,15,692,228.72410583496094
1,_level_1,extra small,-15,15,694,229.12440490722656
1,_level_1,extra small,-12.5,17.5,696,229.1571044921875
1,_level_1,extra small,-15,20,698,229.4071044921875
1,_level_8,extra large,10,-1.5,0,246.6013946533203
1,_level_8,extra large,10,-5,5,246.98440551757813
1,_level_8,large,7.5,-7.5,10,247.2176971435547
1,_level_8,extra large,5,-5,14,247.31759643554688
1,_level_8,extra large,5,-10,19,247.5012969970703
1,_level_8,extra large,1.5,-10,24,247.75100708007813
1,_level_8,extra large,-5,-20,29,248.78390502929688
1,_level_8,extra large,-10,-20,34,249.00050354003906
1,_level_8,extra large,-10,-10,39,250.0832977294922
1,_level_8,extra large,-20,-10,44,250.70010375976563
1,_level_8,extra large,-20,-5,49,250.89950561523438
1,_level_8,extra large,-15,0,54,251.44960021972656
1,_level_8,extra large,-15,5,59,251.88290405273438
1,_level_8,extra large,-5,5,64,252.5491943359375
1,_level_8,extra large,-5,15,69,253.2657012939453
1,_level_8,extra large,0,15,74,253.4320068359375
1,_level_8,extra large,6.5,15,79,253.98260498046875
1,_level_8,extra large,10,15,84,254.2657928466797
1,_level_8,large,12.5,12.5,89,254.4989013671875
1,_level_8,extra large,10,10,93,254.54859924316406
1,_level_8,extra large,15,10,98,254.76539611816406
1,_level_8,extra large,15,6.5,103,254.96530151367188
1,_level_8,extra large,10,-1.5,108,255.86480712890625
1,_level_8,extra large,10,-5,113,256.1658020019531
1,_level_8,extra large,5,-5,118,256.4320983886719
1,_level_8,large,7.5,-7.5,123,256.4814147949219
1,_level_8,extra large,5,-10,127,256.747802734375
1,_level_8,extra large,1.5,-10,132,256.864501953125
1,_level_8,extra large,-5,-20,137,257.9309997558594
1,_level_8,extra large,-10,-20,142,258.164306640625
1,_level_8,extra large,-10,-10,147,258.897705078125
1,_level_8,extra large,-20,-10,152,259.68011474609375
1,_level_8,extra large,-20,-5,157,259.83050537109375
1,_level_8,extra large,-15,0,162,260.29669189453125
1,_level_8,extra large,-15,5,167,260.7973937988281
1,_level_8,extra large,-5,5,172,261.3299865722656
1,_level_8,extra large,-5,15,177,262.14599609375
1,_level_8,extra large,0,15,182,262.4302062988281
1,_level_8,extra large,6.5,15,187,262.9805908203125
1,_level_8,extra large,10,15,192,263.2629089355469
1,_level_8,extra large,10,10,197,263.4132080078125
1,_level_8,extra large,15,10,202,263.86309814453125
1,_level_8,extra large,15,6.5,207,263.9119873046875
1,_level_8,extra large,10,-1.5,212,264.6787109375
1,_level_8,extra large,10,-5,217,264.9455871582031
1,_level_8,large,7.5,-7.5,222,265.2616882324219
1,_level_8,extra large,5,-5,226,265.31170654296875
1,_level_8,extra large,5,-10,231,265.5281066894531
1,_level_8,extra large,1.5,-10,236,265.72869873046875
1,_level_8,extra large,-5,-20,241,266.9277038574219
1,_level_8,extra large,-10,-20,246,267.2608947753906
1,_level_8,large,-15,-15,251,267.8440856933594
1,_level_8,extra large,-10,-10,255,268.2439880371094
1,_level_8,extra large,-20,-10,260,268.94378662109375
1,_level_8,extra large,-20,-5,265,269.1770935058594
1,_level_8,extra large,-15,0,270,269.6767883300781
1,_level_8,extra large,-15,5,275,270.1607971191406
1,_level_8,extra large,-5,5,280,270.97869873046875
1,_level_8,large,-10,10,285,271.143798828125
1,_level_8,extra large,-5,15,289,271.62701416015625
1,_level_8,extra large,0,15,294,272.026611328125
1,_level_8,extra large,6.5,15,299,272.5932922363281
1,_level_8,extra large,10,15,304,272.8594055175781
1,_level_8,large,12.5,12.5,314,273.0924072265625
1,_level_8,extra large,12.5,12.5,309,273.0924072265625
1,_level_8,extra large,15,10,318,273.3424072265625
1,_level_8,extra large,15,6.5,323,273.4931945800781
1,_level_8,extra large,10,-1.5,328,274.6087951660156
1,_level_8,extra large,10,-5,333,274.6919860839844
1,_level_8,large,7.5,-7.5,338,275.0082092285156
1,_level_8,extra large,5,-10,342,275.25830078125
1,_level_8,extra large,1.5,-10,347,275.5581970214844
1,_level_8,extra large,5,-5,352,275.65899658203125
1,_level_8,extra large,-5,-20,357,277.3243103027344
1,_level_8,extra large,-10,-20,362,277.7408142089844
1,_level_8,extra large,-10,-10,367,278.6242980957031
1,_level_8,extra large,-20,-10,372,279.2069091796875
1,_level_8,extra large,-20,-5,377,279.69049072265625
1,_level_8,extra large,-15,0,382,280.0067138671875
1,_level_8,extra large,-15,5,387,280.4731140136719
1,_level_8,large,-10,10,392,281.03961181640625
1,_level_8,extra large,-5,5,396,281.4565124511719
1,_level_8,extra large,-5,15,401,282.32269287109375
1,_level_8,extra large,0,15,406,282.5231018066406
1,_level_8,extra large,6.5,15,411,283.1890869140625
1,_level_8,extra large,10,10,416,283.6722106933594
1,_level_8,large,12.5,12.5,421,283.872314453125
1,_level_8,extra large,10,15,425,284.089599609375
1,_level_8,large,12.5,17.5,430,284.2391052246094
1,_level_8,extra large,15,10,434,284.7392883300781
1,_level_8,extra large,15,6.5,439,285.0718994140625
1,_level_8,extra large,10,-1.5,444,285.9717102050781
1,_level_8,extra large,10,-5,449,286.1217956542969
1,_level_8,large,7.5,-7.5,454,286.4377136230469
1,_level_8,extra large,5,-5,458,286.52099609375
1,_level_8,extra large,5,-10,463,286.7047119140625
1,_level_8,extra large,1.5,-10,468,286.9378967285156
1,_level_8,extra large,-5,-20,473,287.8876037597656
1,_level_8,extra large,-10,-20,478,288.27130126953125
1,_level_8,large,-15,-15,483,288.8038024902344
1,_level_8,extra large,-10,-10,487,289.17010498046875
1,_level_8,extra large,-20,-10,492,289.9200134277344
1,_level_8,extra large,-20,-5,497,290.2864990234375
1,_level_8,extra large,-15,0,502,290.8197021484375
1,_level_8,extra large,-15,5,507,291.3035888671875
1,_level_8,extra large,-5,5,512,292.0528869628906
1,_level_8,large,-10,10,517,292.3197937011719
1,_level_8,extra large,-5,15,521,292.785888671875
1,_level_8,extra large,0,15,526,293.202392578125
1,_level_8,extra large,6.5,15,531,293.76849365234375
1,_level_8,extra large,10,15,536,294.05279541015625
1,_level_8,extra large,10,10,541,294.30230712890625
1,_level_8,large,12.5,12.5,546,294.3351135253906
1,_level_8,extra large,15,10,550,294.6015930175781
1,_level_8,extra large,15,6.5,555,294.7349853515625
1,_level_8,extra large,10,-1.5,560,295.60150146484375
1,_level_8,extra large,10,-5,565,295.86859130859375
1,_level_8,large,5,-5,570,296.1846008300781
1,_level_8,extra large,5,-5,574,296.1846008300781
1,_level_8,extra large,5,-10,579,296.45098876953125
1,_level_8,extra large,1.5,-10,584,296.6011962890625
1,_level_8,extra large,-5,-20,589,297.6173095703125
1,_level_8,extra large,-10,-20,594,297.91729736328125
1,_level_8,large,-15,-15,599,298.4505920410156
1,_level_8,extra large,-10,-10,603,298.8674011230469
1,_level_8,extra large,-20,-5,608,300.2835998535156
1,_level_8,extra large,-20,-10,613,300.56671142578125
